DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,COUNTY_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,OFFENSE_SUBCAT_ID,OFFENSE_NAME,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT,UNFOUNDED_COUNT,CLEARED_COUNT,JUVENILE_CLEARED_COUNT
2020,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,PALM BEACH,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,2,0,0
2020,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,PALM BEACH,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,67,12,2,0
2020,IL0160000,Cook,,County,IL,Illinois,East North Central,COOK,Midwest,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,FL0510000,Pasco,,County,FL,Florida,South Atlantic,PASCO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,PA0022800,Allegheny County Police Department,,County,PA,Pennsylvania,Middle Atlantic,ALLEGHENY,Northeast,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,PA0022800,Allegheny County Police Department,,County,PA,Pennsylvania,Middle Atlantic,ALLEGHENY,Northeast,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,GA0380000,Coweta,,County,GA,Georgia,South Atlantic,COWETA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,GA0380000,Coweta,,County,GA,Georgia,South Atlantic,COWETA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,GA0380000,Coweta,,County,GA,Georgia,South Atlantic,COWETA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,4,0,0,0
2018,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,2,0,1,0
2018,AZ0110000,Pinal,,County,AZ,Arizona,Mountain,PINAL,West,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2014,SC0260400,Horry County Police Department,,County,SC,South Carolina,South Atlantic,HORRY,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,NC0180000,Catawba,,County,NC,North Carolina,South Atlantic,CATAWBA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,TN0790000,Shelby,,County,TN,Tennessee,East South Central,SHELBY,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,MN0730000,Stearns,,County,MN,Minnesota,West North Central,STEARNS,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,TX0130000,Bee,,County,TX,Texas,West South Central,BEE,South,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,TX1080000,Hidalgo,,County,TX,Texas,West South Central,HIDALGO,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,13,0,9,0
2016,ND0270000,McKenzie,,County,ND,North Dakota,West North Central,MCKENZIE,Midwest,8D,"Non-MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,TX1170000,Hutchinson,,County,TX,Texas,West South Central,HUTCHINSON,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,2,0,2,0
2016,LA0530000,Tangipahoa,,County,LA,Louisiana,West South Central,TANGIPAHOA,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,SC0230000,Greenville,,County,SC,South Carolina,South Atlantic,GREENVILLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,MONTGOMERY,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,WV0280000,Mercer,,County,WV,West Virginia,South Atlantic,MERCER,South,8B,"Non-MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,FL0180000,Flagler,,County,FL,Florida,South Atlantic,FLAGLER,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,FL0270000,Hernando,,County,FL,Florida,South Atlantic,HERNANDO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,FL0290000,Hillsborough,,County,FL,Florida,South Atlantic,HILLSBOROUGH,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,9,11,9,0
2019,FL0480000,Orange,,County,FL,Florida,South Atlantic,ORANGE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,6,0,6,0
2019,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,PALM BEACH,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,3,1,0,0
2019,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,PALM BEACH,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,25,4,5,0
2019,FL0510000,Pasco,,County,FL,Florida,South Atlantic,PASCO,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,4,1,4,0
2018,KY0150000,Bullitt,,County,KY,Kentucky,East South Central,BULLITT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,MO0150000,Camden,,County,MO,Missouri,West North Central,CAMDEN,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,WY0190000,Sweetwater,,County,WY,Wyoming,Mountain,SWEETWATER,West,8D,"Non-MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,UT0020000,Box Elder,,County,UT,Utah,Mountain,BOX ELDER,West,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,7,0,5,0
2019,TX0150000,Bexar,,County,TX,Texas,West South Central,BEXAR,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,MN0280000,Houston,,County,MN,Minnesota,West North Central,HOUSTON,Midwest,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2019,TX0140000,Bell,,County,TX,Texas,West South Central,BELL,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,TX0140000,Bell,,County,TX,Texas,West South Central,BELL,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,TX1250000,Jim Wells,,County,TX,Texas,West South Central,JIM WELLS,South,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,HOWARD,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,2,0,2,1
2019,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,IL0790000,Randolph,,County,IL,Illinois,East North Central,RANDOLPH,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,AZ0100000,Pima,,County,AZ,Arizona,Mountain,PIMA,West,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0480000,Douglas,,County,GA,Georgia,South Atlantic,DOUGLAS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,GA0480000,Douglas,,County,GA,Georgia,South Atlantic,DOUGLAS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,GA0480000,Douglas,,County,GA,Georgia,South Atlantic,DOUGLAS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,GA0550000,Fannin,,County,GA,Georgia,South Atlantic,FANNIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0480000,Douglas,,County,GA,Georgia,South Atlantic,DOUGLAS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,NC0510000,Johnston,,County,NC,North Carolina,South Atlantic,JOHNSTON,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,FL0480000,Orange,,County,FL,Florida,South Atlantic,ORANGE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,8,0,8,0
2019,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,TX1700000,Montgomery,,County,TX,Texas,West South Central,MONTGOMERY,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,TX1700000,Montgomery,,County,TX,Texas,West South Central,MONTGOMERY,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,TX0070000,Atascosa,,County,TX,Texas,West South Central,ATASCOSA,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,5,0,5,0
2020,FL0110000,Collier,,County,FL,Florida,South Atlantic,COLLIER,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,1,0,0
2020,FL0180000,Flagler,,County,FL,Florida,South Atlantic,FLAGLER,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,FL0290000,Hillsborough,,County,FL,Florida,South Atlantic,HILLSBOROUGH,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,9,11,9,0
2019,NC0650000,New Hanover,,County,NC,North Carolina,South Atlantic,NEW HANOVER,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,FL0360000,Lee,,County,FL,Florida,South Atlantic,LEE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,9,1,3,0
2020,FL0360000,Lee,,County,FL,Florida,South Atlantic,LEE,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,2,0,2,0
2020,FL0480000,Orange,,County,FL,Florida,South Atlantic,ORANGE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,6,0,6,0
2020,FL0590000,Seminole,,County,FL,Florida,South Atlantic,SEMINOLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,FL0110000,Collier,,County,FL,Florida,South Atlantic,COLLIER,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,1,0,0
2019,FL0360000,Lee,,County,FL,Florida,South Atlantic,LEE,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,2,0,2,0
2019,FL0360000,Lee,,County,FL,Florida,South Atlantic,LEE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,9,1,3,0
2019,FL0590000,Seminole,,County,FL,Florida,South Atlantic,SEMINOLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,MN0690000,St. Louis,,County,MN,Minnesota,West North Central,ST LOUIS,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,3,0,3,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,3,0,3,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,5,0,5,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,4,0,4,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,GA0570100,Floyd County Police Department,,County,GA,Georgia,South Atlantic,FLOYD,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,WV0200000,Kanawha,,County,WV,West Virginia,South Atlantic,KANAWHA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,4,0,2,0
2020,WV0200000,Kanawha,,County,WV,West Virginia,South Atlantic,KANAWHA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,WV0200000,Kanawha,,County,WV,West Virginia,South Atlantic,KANAWHA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,LA0280000,Lafayette,,County,LA,Louisiana,West South Central,LAFAYETTE,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,9,0,6,0
2017,TX0360000,Chambers,,County,TX,Texas,West South Central,CHAMBERS,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,AZ0110000,Pinal,,County,AZ,Arizona,Mountain,PINAL,West,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,AZ0110000,Pinal,,County,AZ,Arizona,Mountain,PINAL,West,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,AZ0110000,Pinal,,County,AZ,Arizona,Mountain,PINAL,West,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,3,0,0,0
2017,AZ0110000,Pinal,,County,AZ,Arizona,Mountain,PINAL,West,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,AZ0110000,Pinal,,County,AZ,Arizona,Mountain,PINAL,West,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,TX1910000,Randall,,County,TX,Texas,West South Central,RANDALL,South,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,6,0,4,0
2017,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,6,0,4,0
2017,TX1120000,Hopkins,,County,TX,Texas,West South Central,HOPKINS,South,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2015,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,5,0,3,0
2019,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,2,0
2019,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2019,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,5,0,4,0
2019,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,4,0
2019,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,GA1430000,Twiggs,,County,GA,Georgia,South Atlantic,TWIGGS,South,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,3,0
2020,UT0020000,Box Elder,,County,UT,Utah,Mountain,BOX ELDER,West,9C,"MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,5,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,8,0,0,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,VA0750300,Prince William County Police Department,,County,VA,Virginia,South Atlantic,PRINCE WILLIAM,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2018,OK0190000,Creek,,County,OK,Oklahoma,West South Central,CREEK,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,2,0
2020,VA0430100,Henrico County Police Department,,County,VA,Virginia,South Atlantic,HENRICO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,2,0
2018,CO0300000,Jefferson,,County,CO,Colorado,Mountain,JEFFERSON,West,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX2540000,Zavala,,County,TX,Texas,West South Central,ZAVALA,South,8D,"Non-MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,FL0020000,Baker,,County,FL,Florida,South Atlantic,BAKER,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,FL0640000,Volusia,,County,FL,Florida,South Atlantic,VOLUSIA,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,4,0,0
2020,MD0130000,Harford,,County,MD,Maryland,South Atlantic,HARFORD,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,-1,1,0,0
2019,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,1
2019,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,5,0,1,0
2019,IN0840000,Vigo,,County,IN,Indiana,East North Central,VIGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA1360000,Thomas,,County,GA,Georgia,South Atlantic,THOMAS,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,GA1550000,Whitfield,,County,GA,Georgia,South Atlantic,WHITFIELD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,GA1550000,Whitfield,,County,GA,Georgia,South Atlantic,WHITFIELD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA1550000,Whitfield,,County,GA,Georgia,South Atlantic,WHITFIELD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA1550000,Whitfield,,County,GA,Georgia,South Atlantic,WHITFIELD,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,SC0230000,Greenville,,County,SC,South Carolina,South Atlantic,GREENVILLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,SC0260000,Horry,,County,SC,South Carolina,South Atlantic,HORRY,South,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,GA1100000,Paulding,,County,GA,Georgia,South Atlantic,PAULDING,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,MN0820000,Washington,,County,MN,Minnesota,West North Central,WASHINGTON,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,NC0260000,Cumberland,,County,NC,North Carolina,South Atlantic,CUMBERLAND,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,NC0260000,Cumberland,,County,NC,North Carolina,South Atlantic,CUMBERLAND,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,3,0,2,0
2019,NC0260000,Cumberland,,County,NC,North Carolina,South Atlantic,CUMBERLAND,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
