GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2013,2014,2015,2016,2017,2018,2019,2020
" ""01119""","Sumter, AL",5,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30016,29435,29571,30107,30360,30492,32057,35310
" ""01121""","Talladega, AL",5,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2434640,2533633,2588814,2630083,2662078,2749667,2865397,3063413
" ""01121""","Talladega, AL",5,CAINC1,2.0,...,Population (persons) 1/,Number of persons,81604,81550,81168,80598,80192,80219,80226,79985
" ""01121""","Talladega, AL",5,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,29835,31068,31895,32632,33196,34277,35717,38300
" ""01123""","Tallapoosa, AL",5,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1423106,1435994,1526869,1565308,1589956,1645354,1716099,1808326
" ""01123""","Tallapoosa, AL",5,CAINC1,2.0,...,Population (persons) 1/,Number of persons,41039,40898,40628,40607,40624,40550,40337,40133
" ""01123""","Tallapoosa, AL",5,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34677,35112,37582,38548,39138,40576,42544,45058
" ""01125""","Tuscaloosa, AL",5,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,6920282,7229899,7434377,7535513,7845399,8148680,8482108,9034833
" ""01125""","Tuscaloosa, AL",5,CAINC1,2.0,...,Population (persons) 1/,Number of persons,201192,203228,204953,206737,207849,208607,210321,210758
" ""01125""","Tuscaloosa, AL",5,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34396,35575,36274,36450,37746,39062,40329,42868
" ""01127""","Walker, AL",5,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2286752,2358024,2432311,2402394,2489171,2565080,2673001,2784322
" ""01127""","Walker, AL",5,CAINC1,2.0,...,Population (persons) 1/,Number of persons,65790,65354,64950,64559,63929,63701,63680,63143
" ""01127""","Walker, AL",5,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34758,36081,37449,37212,38936,40267,41976,44095
" ""01129""","Washington, AL",5,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,542068,555843,569629,571241,578470,591305,611577,644961
" ""01129""","Washington, AL",5,CAINC1,2.0,...,Population (persons) 1/,Number of persons,16898,16868,16831,16607,16484,16336,16279,15976
" ""01129""","Washington, AL",5,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32079,32953,33844,34398,35093,36196,37568,40371
" ""01131""","Wilcox, AL",5,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,338335,311978,323187,330039,334188,343242,353015,390616
" ""01131""","Wilcox, AL",5,CAINC1,2.0,...,Population (persons) 1/,Number of persons,11148,10950,10900,10860,10704,10592,10396,10206
" ""01131""","Wilcox, AL",5,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30349,28491,29650,30390,31221,32406,33957,38273
" ""01133""","Winston, AL",5,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,700507,737469,762644,761719,795367,808856,841548,902291
" ""01133""","Winston, AL",5,CAINC1,2.0,...,Population (persons) 1/,Number of persons,24190,24141,23929,23911,23753,23690,23700,23508
" ""01133""","Winston, AL",5,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,28959,30548,31871,31856,33485,34143,35508,38382
" ""02000""",Alaska,8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,38978032,41209955,42555117,41837407,42497120,44102675,45293853,46430293
" ""02000""",Alaska,8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,737626,737075,738430,742575,740983,736624,733603,731158
" ""02000""",Alaska,8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,52843,55910,57629,56341,57352,59871,61742,63502
" ""02010""","Aleutian Islands Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02010""","Aleutian Islands Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02010""","Aleutian Islands Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02013""","Aleutians East Borough, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,130694,135725,167770,193646,201971,192629,205097,202612
" ""02013""","Aleutians East Borough, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3346,3347,3373,3354,3445,3391,3355,3401
" ""02013""","Aleutians East Borough, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39060,40551,49739,57736,58627,56806,61132,59574
" ""02016""","Aleutians West Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,287848,304910,302016,313573,301612,312995,320998,338947
" ""02016""","Aleutians West Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,5779,5825,5782,5718,5760,5678,5702,5680
" ""02016""","Aleutians West Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,49809,52345,52234,54840,52363,55124,56296,59674
" ""02020""","Anchorage Municipality, AK",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,17493599,18426369,19071867,18662655,18863978,19501148,19869529,20233508
" ""02020""","Anchorage Municipality, AK",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,301801,300647,298337,298072,295118,291377,288790,287095
" ""02020""","Anchorage Municipality, AK",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,57964,61289,63927,62611,63920,66928,68803,70477
" ""02050""","Bethel Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,662991,713516,724270,743183,768262,820219,844255,883804
" ""02050""","Bethel Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,17855,17960,17970,18018,18102,18267,18493,18437
" ""02050""","Bethel Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37132,39728,40304,41247,42441,44902,45653,47936
" ""02060""","Bristol Bay Borough, AK",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,104509,110402,99259,107594,109249,124236,122032,120310
" ""02060""","Bristol Bay Borough, AK",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,952,949,906,906,869,881,840,788
" ""02060""","Bristol Bay Borough, AK",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,109778,116335,109557,118757,125718,141017,145276,152678
" ""02063""","Chugach Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),445832
" ""02063""","Chugach Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),6427
" ""02063""","Chugach Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),69369
" ""02066""","Copper River Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),145317
" ""02066""","Copper River Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),2919
" ""02066""","Copper River Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),49783
" ""02068""","Denali Borough, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,142925,152185,153989,160276,167274,175373,175547,151845
" ""02068""","Denali Borough, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1948,1922,1940,2068,2103,2047,2125,2081
" ""02068""","Denali Borough, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,73370,79181,79376,77503,79541,85673,82610,72967
" ""02070""","Dillingham Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,247052,270154,271778,273863,285737,294837,300202,293806
" ""02070""","Dillingham Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,4976,4981,4987,4968,4934,5003,4932,4833
" ""02070""","Dillingham Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,49649,54237,54497,55125,57912,58932,60868,60792
" ""02090""","Fairbanks North Star Borough, AK",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5000990,5195326,5382091,5323936,5383304,5617632,5746996,5954681
" ""02090""","Fairbanks North Star Borough, AK",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,101046,99404,99812,100877,99911,98749,97088,95651
" ""02090""","Fairbanks North Star Borough, AK",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,49492,52265,53922,52777,53881,56888,59194,62254
" ""02100""","Haines Borough, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,129267,136240,148888,146847,159720,175723,181125,169795
" ""02100""","Haines Borough, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,2561,2558,2519,2531,2526,2502,2561,2614
" ""02100""","Haines Borough, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,50475,53260,59106,58019,63230,70233,70724,64956
" ""02105""","Hoonah-Angoon Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,110590,118965,122454,118482,129859,134356,140147,138540
" ""02105""","Hoonah-Angoon Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,2109,2091,2126,2115,2135,2139,2144,2141
" ""02105""","Hoonah-Angoon Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,52437,56894,57598,56020,60824,62813,65367,64708
" ""02110""","Juneau City and Borough, AK",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1982824,2035458,2084173,2091605,2144027,2244732,2316158,2361985
" ""02110""","Juneau City and Borough, AK",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,32605,32501,32644,32456,32106,32044,32038,31849
" ""02110""","Juneau City and Borough, AK",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,60813,62628,63846,64444,66780,70052,72294,74162
" ""02122""","Kenai Peninsula Borough, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2689778,2927396,2977167,2914716,2942271,3046230,3182915,3335416
" ""02122""","Kenai Peninsula Borough, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,57039,57594,58075,58515,58594,58609,58914,59414
" ""02122""","Kenai Peninsula Borough, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,47157,50828,51264,49811,50215,51975,54026,56139
" ""02130""","Ketchikan Gateway Borough, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,826965,864752,893464,882416,907398,939276,978386,970186
" ""02130""","Ketchikan Gateway Borough, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,13748,13826,13737,13760,13874,13881,13905,13747
" ""02130""","Ketchikan Gateway Borough, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,60152,62545,65041,64129,65403,67666,70362,70574
" ""02150""","Kodiak Island Borough, AK",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,757283,801532,834953,787880,820773,811615,847282,870313
" ""02150""","Kodiak Island Borough, AK",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,14091,13899,13760,13722,13605,13389,13209,12992
" ""02150""","Kodiak Island Borough, AK",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,53742,57668,60680,57417,60329,60618,64144,66988
" ""02158""","Kusilvak Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,209596,240410,231770,244515,245200,253769,263441,282886
" ""02158""","Kusilvak Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,7980,8107,8201,8180,8247,8349,8384,8328
" ""02158""","Kusilvak Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,26265,29655,28261,29892,29732,30395,31422,33968
" ""02164""","Lake and Peninsula Borough, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,85386,87850,87786,85513,97682,104545,101289,94652
" ""02164""","Lake and Peninsula Borough, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1670,1648,1597,1595,1606,1586,1583,1493
" ""02164""","Lake and Peninsula Borough, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,51129,53307,54969,53613,60823,65917,63985,63397
" ""02170""","Matanuska-Susitna Borough, AK",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4231464,4526435,4769344,4711816,4800809,5052395,5247240,5553188
" ""02170""","Matanuska-Susitna Borough, AK",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,95940,98185,101162,104258,106426,107325,108578,110213
" ""02170""","Matanuska-Susitna Borough, AK",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44105,46101,47146,45194,45109,47076,48327,50386
" ""02180""","Nome Census Area, AK",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,421121,462999,473376,477647,496250,517258,537353,554409
" ""02180""","Nome Census Area, AK",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,9851,9812,9901,9983,10038,10073,10040,9909
" ""02180""","Nome Census Area, AK",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42749,47187,47811,47846,49437,51351,53521,55950
" ""02185""","North Slope Borough, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,830679,947129,969175,864673,829717,820539,874517,843983
" ""02185""","North Slope Borough, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,9383,9370,9382,9292,9401,9455,9433,9294
" ""02185""","North Slope Borough, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,88530,101081,103302,93056,88258,86784,92708,90809
" ""02188""","Northwest Arctic Borough, AK",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,304370,334939,334686,336207,348821,378045,386264,400850
" ""02188""","Northwest Arctic Borough, AK",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,7735,7785,7787,7709,7805,7715,7673,7644
" ""02188""","Northwest Arctic Borough, AK",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39350,43024,42980,43612,44692,49001,50341,52440
" ""02195""","Petersburg Borough, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,208124,212101,215832,205971,214700,226958,234241,238671
" ""02195""","Petersburg Borough, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3288,3256,3251,3262,3284,3256,3294,3296
" ""02195""","Petersburg Borough, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,63298,65142,66389,63143,65378,69705,71111,72412
" ""02198""","Prince of Wales-Hyder Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,233234,249400,257513,259147,271392,287803,295647,301016
" ""02198""","Prince of Wales-Hyder Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,6443,6461,6508,6521,6441,6372,6211,6147
" ""02198""","Prince of Wales-Hyder Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36200,38601,39569,39740,42135,45167,47601,48970
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02220""","Sitka City and Borough, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,582069,585102,597263,551973,586646,595911,607495,596723
" ""02220""","Sitka City and Borough, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,8980,8845,8789,8744,8640,8555,8501,8405
" ""02220""","Sitka City and Borough, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,64818,66151,67956,63126,67899,69656,71462,70996
" ""02230""","Skagway Municipality, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,84420,84074,77425,82727,87907,93688,96794,78460
" ""02230""","Skagway Municipality, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1025,1054,1090,1132,1173,1172,1193,1179
" ""02230""","Skagway Municipality, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,82361,79767,71032,73080,74942,79939,81135,66548
" ""02231""","Skagway-Yakutat-Angoon Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02231""","Skagway-Yakutat-Angoon Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02231""","Skagway-Yakutat-Angoon Census Area, AK*",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02232""","Skagway-Hoonah-Angoon Census Area, AK*",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02232""","Skagway-Hoonah-Angoon Census Area, AK*",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
